id_key,year,country,all,male,female,p1,p2,p3,p4,p5,p6,p7,total
961,1995,Bulgaria,6,6,-1,41.0,35.0,41.0,41.0,35.0,14.0,,207.0
962,1995,Republic of Korea,6,6,-1,42.0,42.0,37.0,39.0,28.0,15.0,,203.0
963,1995,Islamic Republic of Iran,6,5,1,42.0,30.0,32.0,38.0,42.0,18.0,,202.0
964,1995,Japan,6,6,-1,42.0,14.0,25.0,41.0,42.0,19.0,,183.0
965,1995,United Kingdom,6,5,1,42.0,25.0,30.0,31.0,35.0,17.0,,180.0
966,1995,United States of America,6,6,-1,39.0,7.0,31.0,41.0,31.0,29.0,,178.0
967,1995,Taiwan,6,-1,-1,42.0,30.0,30.0,41.0,31.0,2.0,,176.0
968,1995,Israel,6,6,-1,41.0,14.0,31.0,39.0,35.0,11.0,,171.0
969,1995,India,6,6,-1,34.0,21.0,26.0,38.0,42.0,4.0,,165.0
970,1995,Germany,6,6,-1,35.0,14.0,33.0,37.0,35.0,8.0,,162.0
971,1995,Poland,6,6,-1,35.0,14.0,18.0,39.0,29.0,26.0,,161.0
972,1995,Czech Republic,6,6,-1,40.0,7.0,41.0,37.0,26.0,3.0,,154.0
973,1995,Yugoslavia,6,6,-1,42.0,12.0,28.0,33.0,32.0,7.0,,154.0
974,1995,Canada,6,5,1,38.0,7.0,28.0,41.0,33.0,6.0,,153.0
975,1995,Hong Kong,6,6,-1,42.0,21.0,24.0,20.0,36.0,8.0,,151.0
976,1995,Australia,6,6,-1,33.0,5.0,38.0,42.0,26.0,1.0,,145.0
977,1995,Slovakia,6,6,-1,36.0,16.0,28.0,37.0,21.0,7.0,,145.0
978,1995,Ukraine,6,5,1,33.0,13.0,25.0,38.0,22.0,9.0,,140.0
979,1995,Morocco,6,-1,-1,42.0,28.0,15.0,37.0,14.0,2.0,,138.0
980,1995,Türkiye,6,6,-1,40.0,7.0,18.0,34.0,29.0,6.0,,134.0
981,1995,Belarus,6,-1,-1,42.0,8.0,25.0,41.0,14.0,1.0,,131.0
982,1995,Italy,6,6,-1,42.0,0.0,29.0,33.0,20.0,7.0,,131.0
983,1995,Singapore,6,6,-1,37.0,7.0,25.0,32.0,25.0,5.0,,131.0
984,1995,Argentina,6,4,2,34.0,7.0,20.0,35.0,32.0,1.0,,129.0
985,1995,France,6,6,-1,35.0,2.0,14.0,42.0,19.0,7.0,,119.0
986,1995,North Macedonia,6,6,-1,32.0,7.0,20.0,28.0,25.0,5.0,,117.0
987,1995,Armenia,6,-1,-1,18.0,28.0,17.0,23.0,21.0,4.0,,111.0
988,1995,Croatia,6,3,3,38.0,0.0,14.0,39.0,20.0,0.0,,111.0
989,1995,Thailand,6,-1,-1,31.0,7.0,12.0,33.0,23.0,1.0,,107.0
990,1995,Sweden,6,5,1,31.0,0.0,13.0,35.0,21.0,6.0,,106.0
991,1995,Finland,6,6,-1,24.0,7.0,12.0,37.0,14.0,7.0,,101.0
992,1995,Republic of Moldova,6,5,1,33.0,13.0,13.0,27.0,14.0,1.0,,101.0
993,1995,Colombia,6,5,1,34.0,0.0,18.0,23.0,23.0,2.0,,100.0
994,1995,Latvia,6,4,2,23.0,7.0,14.0,28.0,24.0,1.0,,97.0
995,1995,Switzerland,5,5,-1,25.0,2.0,12.0,26.0,16.0,16.0,,97.0
996,1995,South Africa,6,5,1,42.0,1.0,10.0,23.0,11.0,8.0,,95.0
997,1995,Mongolia,6,-1,1,27.0,14.0,6.0,18.0,24.0,2.0,,91.0
998,1995,Austria,6,6,-1,32.0,0.0,15.0,19.0,22.0,0.0,,88.0
999,1995,Brazil,6,6,-1,30.0,7.0,16.0,18.0,13.0,2.0,,86.0
1000,1995,Netherlands,6,6,-1,25.0,0.0,13.0,21.0,25.0,1.0,,85.0
1001,1995,New Zealand,6,5,1,34.0,0.0,18.0,21.0,4.0,7.0,,84.0
1002,1995,Belgium,6,-1,-1,29.0,0.0,12.0,23.0,16.0,3.0,,83.0
1003,1995,Georgia,6,6,-1,18.0,7.0,19.0,31.0,1.0,3.0,,79.0
1004,1995,Denmark,6,5,1,26.0,1.0,17.0,25.0,8.0,0.0,,77.0
1005,1995,Lithuania,6,6,-1,18.0,7.0,13.0,32.0,2.0,2.0,,74.0
1006,1995,Spain,6,6,-1,28.0,0.0,7.0,29.0,8.0,0.0,,72.0
1007,1995,Norway,6,5,1,23.0,0.0,8.0,19.0,12.0,8.0,,70.0
1008,1995,Indonesia,6,-1,-1,31.0,0.0,1.0,7.0,29.0,0.0,,68.0
1009,1995,Greece,6,-1,-1,25.0,0.0,10.0,16.0,14.0,1.0,,66.0
1010,1995,Cuba,4,-1,-1,25.0,0.0,8.0,12.0,14.0,0.0,,59.0
1011,1995,Estonia,6,6,-1,13.0,0.0,17.0,24.0,1.0,0.0,,55.0
1012,1995,Kazakhstan,6,6,-1,27.0,0.0,3.0,8.0,15.0,1.0,,54.0
1013,1995,Cyprus,6,5,1,28.0,0.0,5.0,8.0,2.0,0.0,,43.0
1014,1995,Mexico,6,6,-1,13.0,6.0,9.0,8.0,7.0,0.0,,43.0
1015,1995,Slovenia,5,4,1,23.0,9.0,3.0,5.0,2.0,0.0,,42.0
1016,1995,Ireland,6,5,1,19.0,0.0,5.0,14.0,3.0,0.0,,41.0
1017,1995,Macau,6,-1,-1,16.0,0.0,6.0,8.0,2.0,1.0,,33.0
1018,1995,Trinidad and Tobago,6,-1,-1,19.0,0.0,3.0,8.0,1.0,1.0,,32.0
1019,1995,Azerbaijan,3,3,-1,3.0,13.0,1.0,12.0,1.0,0.0,,30.0
1020,1995,Kyrgyzstan,6,4,2,11.0,0.0,6.0,10.0,1.0,0.0,,28.0
1021,1995,Philippines,6,6,-1,8.0,0.0,3.0,9.0,8.0,0.0,,28.0
1022,1995,Portugal,6,6,-1,8.0,0.0,7.0,10.0,1.0,0.0,,26.0
1023,1995,Iceland,4,4,-1,3.0,0.0,6.0,10.0,0.0,0.0,,19.0
1024,1995,Bosnia and Herzegovina,6,5,1,7.0,0.0,0.0,7.0,4.0,0.0,,18.0
1025,1995,Chile,2,2,-1,2.0,0.0,0.0,5.0,7.0,0.0,,14.0
1026,1995,Sri Lanka,1,-1,-1,7.0,0.0,0.0,2.0,1.0,0.0,,10.0
1027,1995,Malaysia,2,-1,-1,0.0,0.0,0.0,0.0,1.0,0.0,,1.0
1028,1995,Kuwait,2,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1029,1996,Romania,6,6,-1,23.0,39.0,37.0,42.0,16.0,30.0,,187.0
1030,1996,United States of America,6,6,-1,39.0,28.0,36.0,35.0,11.0,36.0,,185.0
1031,1996,Hungary,6,5,1,25.0,30.0,34.0,36.0,6.0,36.0,,167.0
1032,1996,Russian Federation,6,4,2,28.0,36.0,33.0,36.0,5.0,24.0,,162.0
1033,1996,United Kingdom,6,6,-1,39.0,14.0,35.0,39.0,4.0,30.0,,161.0
1034,1996,People's Republic of China,6,5,1,34.0,42.0,32.0,36.0,0.0,16.0,,160.0
1035,1996,Vietnam,6,-1,-1,24.0,36.0,28.0,29.0,10.0,28.0,,155.0
1036,1996,Republic of Korea,6,6,-1,24.0,30.0,26.0,22.0,12.0,37.0,,151.0
1037,1996,Islamic Republic of Iran,6,6,-1,23.0,42.0,29.0,23.0,8.0,18.0,,143.0
1038,1996,Germany,6,6,-1,38.0,24.0,20.0,29.0,7.0,19.0,,137.0
1039,1996,Bulgaria,6,5,1,21.0,37.0,22.0,31.0,13.0,12.0,,136.0
1040,1996,Japan,6,5,1,36.0,15.0,24.0,32.0,1.0,28.0,,136.0
1041,1996,Poland,6,6,-1,28.0,10.0,33.0,17.0,5.0,29.0,,122.0
1042,1996,India,6,6,-1,28.0,17.0,19.0,21.0,11.0,22.0,,118.0
1043,1996,Israel,6,6,-1,35.0,6.0,24.0,18.0,2.0,29.0,,114.0
1044,1996,Canada,6,6,-1,26.0,10.0,18.0,20.0,1.0,36.0,,111.0
1045,1996,Slovakia,6,5,1,23.0,4.0,30.0,13.0,6.0,32.0,,108.0
1046,1996,Ukraine,6,6,-1,23.0,15.0,17.0,12.0,1.0,37.0,,105.0
1047,1996,Türkiye,6,6,-1,24.0,23.0,11.0,24.0,4.0,18.0,,104.0
1048,1996,Taiwan,6,-1,-1,20.0,24.0,23.0,21.0,2.0,10.0,,100.0
1049,1996,Belarus,6,-1,-1,17.0,11.0,19.0,30.0,1.0,21.0,,99.0
1050,1996,Greece,6,-1,-1,14.0,27.0,13.0,16.0,20.0,5.0,,95.0
1051,1996,Australia,6,6,-1,29.0,10.0,21.0,13.0,1.0,19.0,,93.0
1052,1996,Yugoslavia,6,5,1,23.0,14.0,14.0,19.0,1.0,16.0,,87.0
1053,1996,Italy,6,6,-1,24.0,10.0,15.0,13.0,2.0,22.0,,86.0
1054,1996,Singapore,6,6,-1,23.0,16.0,12.0,4.0,3.0,28.0,,86.0
1055,1996,Hong Kong,6,5,1,20.0,21.0,17.0,3.0,3.0,20.0,,84.0
1056,1996,Czech Republic,6,6,-1,25.0,6.0,26.0,4.0,0.0,22.0,,83.0
1057,1996,Argentina,6,5,1,21.0,23.0,9.0,18.0,1.0,8.0,,80.0
1058,1996,Georgia,6,6,-1,20.0,26.0,13.0,8.0,1.0,10.0,,78.0
1059,1996,Belgium,6,-1,-1,27.0,11.0,19.0,11.0,0.0,7.0,,75.0
1060,1996,Lithuania,6,6,-1,18.0,9.0,20.0,5.0,1.0,15.0,,68.0
1061,1996,Latvia,6,5,1,21.0,3.0,13.0,9.0,7.0,13.0,,66.0
1062,1996,Armenia,6,-1,-1,15.0,17.0,6.0,4.0,14.0,7.0,,63.0
1063,1996,Croatia,6,6,-1,13.0,10.0,10.0,13.0,2.0,15.0,,63.0
1064,1996,France,6,6,-1,17.0,11.0,18.0,4.0,2.0,9.0,,61.0
1065,1996,New Zealand,6,4,1,23.0,4.0,11.0,2.0,0.0,20.0,,60.0
1066,1996,Norway,6,6,-1,26.0,0.0,4.0,8.0,2.0,20.0,,60.0
1067,1996,Finland,6,6,-1,37.0,1.0,14.0,1.0,0.0,5.0,,58.0
1068,1996,Sweden,6,4,2,16.0,9.0,8.0,8.0,1.0,15.0,,57.0
1069,1996,Republic of Moldova,5,5,-1,9.0,7.0,19.0,16.0,1.0,3.0,,55.0
1070,1996,Austria,6,5,1,23.0,10.0,8.0,9.0,1.0,3.0,,54.0
1071,1996,South Africa,6,5,1,16.0,3.0,12.0,10.0,0.0,9.0,,50.0
1072,1996,Mongolia,6,-1,1,7.0,17.0,7.0,14.0,1.0,3.0,,49.0
1073,1996,Slovenia,6,5,1,21.0,3.0,11.0,9.0,2.0,3.0,,49.0
1074,1996,Colombia,6,5,1,14.0,9.0,11.0,7.0,0.0,7.0,,48.0
1075,1996,Thailand,6,-1,-1,11.0,15.0,8.0,4.0,0.0,9.0,,47.0
1076,1996,Denmark,6,6,-1,13.0,3.0,4.0,5.0,1.0,18.0,,44.0
1077,1996,Macau,6,-1,-1,23.0,1.0,4.0,5.0,1.0,10.0,,44.0
1078,1996,North Macedonia,6,6,-1,15.0,2.0,9.0,9.0,2.0,7.0,,44.0
1079,1996,Spain,6,5,1,19.0,3.0,1.0,12.0,0.0,9.0,,44.0
1080,1996,Brazil,5,5,-1,18.0,6.0,7.0,3.0,0.0,2.0,,36.0
1081,1996,Mexico,6,6,-1,18.0,3.0,9.0,4.0,0.0,0.0,,34.0
1082,1996,Sri Lanka,6,-1,-1,8.0,8.0,7.0,9.0,0.0,2.0,,34.0
1083,1996,Estonia,6,6,-1,20.0,0.0,6.0,1.0,1.0,5.0,,33.0
1084,1996,Iceland,6,6,-1,10.0,0.0,9.0,2.0,0.0,10.0,,31.0
1085,1996,Bosnia and Herzegovina,4,4,-1,6.0,4.0,4.0,12.0,2.0,2.0,,30.0
1086,1996,Azerbaijan,6,6,-1,6.0,4.0,5.0,11.0,1.0,0.0,,27.0
1087,1996,Netherlands,6,6,-1,15.0,0.0,7.0,1.0,1.0,2.0,,26.0
1088,1996,Trinidad and Tobago,6,-1,-1,8.0,3.0,7.0,4.0,2.0,1.0,,25.0
1089,1996,Ireland,6,6,-1,16.0,1.0,6.0,1.0,0.0,0.0,,24.0
1090,1996,Switzerland,4,2,2,9.0,2.0,2.0,7.0,0.0,3.0,,23.0
1091,1996,Portugal,6,6,-1,15.0,0.0,3.0,2.0,0.0,1.0,,21.0
1092,1996,Kazakhstan,6,6,-1,6.0,4.0,6.0,1.0,2.0,1.0,,20.0
1093,1996,Morocco,6,1,-1,3.0,7.0,8.0,1.0,0.0,0.0,,19.0
1094,1996,Cuba,1,-1,-1,4.0,7.0,1.0,1.0,0.0,3.0,,16.0
1095,1996,Albania,4,2,2,5.0,3.0,4.0,1.0,1.0,1.0,,15.0
1096,1996,Kyrgyzstan,6,6,-1,2.0,1.0,3.0,2.0,0.0,7.0,,15.0
1097,1996,Cyprus,5,5,-1,1.0,3.0,5.0,1.0,2.0,2.0,,14.0
1098,1996,Indonesia,6,-1,-1,6.0,0.0,3.0,0.0,1.0,1.0,,11.0
1099,1996,Chile,2,2,-1,5.0,2.0,2.0,0.0,0.0,1.0,,10.0
1100,1996,Malaysia,4,-1,-1,2.0,7.0,0.0,0.0,0.0,0.0,,9.0
1101,1996,Turkmenistan,4,3,1,1.0,2.0,2.0,3.0,0.0,1.0,,9.0
1102,1996,Philippines,6,5,-1,1.0,0.0,4.0,2.0,0.0,1.0,,8.0
1103,1996,Kuwait,2,-1,-1,0.0,0.0,0.0,1.0,0.0,0.0,,1.0
1104,1997,People's Republic of China,6,6,-1,39.0,42.0,38.0,38.0,41.0,25.0,,223.0
1105,1997,Hungary,6,6,-1,33.0,42.0,35.0,42.0,42.0,25.0,,219.0
1106,1997,Islamic Republic of Iran,6,6,-1,33.0,42.0,42.0,42.0,42.0,16.0,,217.0
1107,1997,Russian Federation,6,5,1,38.0,42.0,29.0,30.0,42.0,21.0,,202.0
1108,1997,United States of America,6,6,-1,37.0,37.0,32.0,42.0,38.0,16.0,,202.0
1109,1997,Ukraine,6,6,-1,21.0,42.0,35.0,41.0,34.0,22.0,,195.0
1110,1997,Bulgaria,6,6,-1,29.0,42.0,28.0,40.0,42.0,10.0,,191.0
1111,1997,Romania,6,6,-1,25.0,42.0,25.0,33.0,40.0,26.0,,191.0
1112,1997,Australia,6,6,-1,24.0,35.0,37.0,42.0,42.0,7.0,,187.0
1113,1997,Vietnam,6,-1,-1,24.0,42.0,29.0,25.0,42.0,21.0,,183.0
1114,1997,Republic of Korea,6,6,-1,33.0,42.0,16.0,33.0,31.0,9.0,,164.0
1115,1997,Japan,6,5,1,31.0,36.0,24.0,31.0,26.0,15.0,,163.0
1116,1997,Germany,6,6,-1,29.0,28.0,32.0,42.0,23.0,7.0,,161.0
1117,1997,Taiwan,6,-1,1,23.0,35.0,8.0,36.0,35.0,11.0,,148.0
1118,1997,India,6,6,-1,16.0,42.0,17.0,23.0,37.0,11.0,,146.0
1119,1997,United Kingdom,6,6,-1,19.0,35.0,14.0,37.0,27.0,12.0,,144.0
1120,1997,Belarus,6,-1,-1,15.0,39.0,8.0,37.0,31.0,10.0,,140.0
1121,1997,Czech Republic,6,6,-1,25.0,29.0,15.0,37.0,33.0,0.0,,139.0
1122,1997,Sweden,6,6,-1,25.0,15.0,22.0,25.0,34.0,7.0,,128.0
1123,1997,Poland,6,5,1,19.0,21.0,16.0,39.0,25.0,5.0,,125.0
1124,1997,Yugoslavia,6,5,1,17.0,35.0,16.0,25.0,24.0,8.0,,125.0
1125,1997,Israel,6,6,-1,24.0,10.0,23.0,24.0,36.0,7.0,,124.0
1126,1997,Latvia,6,6,-1,19.0,35.0,15.0,31.0,24.0,0.0,,124.0
1127,1997,Croatia,6,5,1,16.0,27.0,9.0,28.0,35.0,6.0,,121.0
1128,1997,Türkiye,6,6,-1,10.0,37.0,11.0,28.0,31.0,2.0,,119.0
1129,1997,Brazil,6,6,-1,16.0,39.0,7.0,32.0,21.0,2.0,,117.0
1130,1997,Colombia,6,6,-1,11.0,39.0,4.0,31.0,27.0,0.0,,112.0
1131,1997,Georgia,6,4,2,7.0,36.0,12.0,23.0,31.0,0.0,,109.0
1132,1997,Canada,6,5,1,16.0,16.0,11.0,30.0,29.0,5.0,,107.0
1133,1997,Hong Kong,6,6,-1,15.0,28.0,11.0,31.0,20.0,1.0,,106.0
1134,1997,Mongolia,6,-1,1,13.0,37.0,15.0,17.0,17.0,7.0,,106.0
1135,1997,France,6,6,-1,14.0,21.0,15.0,25.0,23.0,7.0,,105.0
1136,1997,Mexico,6,6,-1,15.0,25.0,1.0,34.0,25.0,5.0,,105.0
1137,1997,Armenia,6,-1,-1,15.0,28.0,3.0,21.0,25.0,5.0,,97.0
1138,1997,Finland,6,6,-1,23.0,21.0,7.0,27.0,18.0,1.0,,97.0
1139,1997,Slovakia,6,5,1,19.0,17.0,8.0,35.0,11.0,6.0,,96.0
1140,1997,Argentina,6,6,-1,8.0,27.0,3.0,29.0,24.0,3.0,,94.0
1141,1997,Netherlands,6,5,1,15.0,22.0,17.0,28.0,11.0,1.0,,94.0
1142,1997,South Africa,6,5,1,18.0,21.0,8.0,27.0,15.0,4.0,,93.0
1143,1997,Cuba,6,-1,-1,11.0,35.0,1.0,18.0,25.0,1.0,,91.0
1144,1997,Belgium,6,-1,-1,19.0,22.0,3.0,28.0,8.0,8.0,,88.0
1145,1997,Singapore,6,6,-1,16.0,16.0,8.0,29.0,17.0,2.0,,88.0
1146,1997,Austria,6,5,1,11.0,31.0,9.0,21.0,13.0,1.0,,86.0
1147,1997,Norway,6,6,-1,19.0,9.0,17.0,21.0,12.0,1.0,,79.0
1148,1997,Greece,6,-1,1,9.0,28.0,11.0,14.0,12.0,1.0,,75.0
1149,1997,Kazakhstan,6,6,-1,5.0,36.0,5.0,24.0,3.0,0.0,,73.0
1150,1997,North Macedonia,6,5,1,8.0,14.0,10.0,12.0,28.0,1.0,,73.0
1151,1997,Italy,6,6,-1,16.0,15.0,2.0,20.0,18.0,0.0,,71.0
1152,1997,New Zealand,6,5,1,11.0,14.0,8.0,31.0,6.0,1.0,,71.0
1153,1997,Slovenia,6,6,-1,18.0,14.0,7.0,12.0,19.0,0.0,,70.0
1154,1997,Lithuania,6,6,-1,15.0,7.0,8.0,10.0,27.0,0.0,,67.0
1155,1997,Thailand,6,-1,-1,3.0,28.0,4.0,7.0,18.0,6.0,,66.0
1156,1997,Estonia,6,6,-1,12.0,17.0,1.0,22.0,11.0,1.0,,64.0
1157,1997,Peru,6,-1,-1,6.0,37.0,0.0,11.0,10.0,0.0,,64.0
1158,1997,Azerbaijan,6,6,-1,12.0,15.0,3.0,9.0,17.0,0.0,,56.0
1159,1997,Macau,6,-1,-1,6.0,28.0,0.0,9.0,12.0,0.0,,55.0
1160,1997,Denmark,6,6,-1,13.0,6.0,3.0,27.0,2.0,2.0,,53.0
1161,1997,Republic of Moldova,3,3,-1,8.0,12.0,0.0,10.0,21.0,2.0,,53.0
1162,1997,Switzerland,5,4,1,7.0,14.0,4.0,25.0,3.0,0.0,,53.0
1163,1997,Iceland,6,6,-1,11.0,0.0,7.0,21.0,8.0,1.0,,48.0
1164,1997,Morocco,6,1,-1,15.0,15.0,1.0,3.0,14.0,0.0,,48.0
1165,1997,Bosnia and Herzegovina,5,4,1,3.0,21.0,1.0,5.0,15.0,0.0,,45.0
1166,1997,Indonesia,6,-1,-1,4.0,23.0,1.0,6.0,10.0,0.0,,44.0
1167,1997,Spain,6,6,-1,11.0,5.0,0.0,14.0,9.0,0.0,,39.0
1168,1997,Trinidad and Tobago,6,-1,-1,3.0,11.0,1.0,9.0,5.0,1.0,,30.0
1169,1997,Chile,6,5,1,3.0,9.0,0.0,12.0,4.0,0.0,,28.0
1170,1997,Uzbekistan,3,-1,-1,1.0,4.0,1.0,1.0,16.0,0.0,,23.0
1171,1997,Ireland,6,6,-1,4.0,1.0,1.0,8.0,7.0,0.0,,21.0
1172,1997,Malaysia,6,1,-1,6.0,9.0,1.0,2.0,1.0,0.0,,19.0
1173,1997,Uruguay,6,-1,2,3.0,7.0,0.0,9.0,0.0,0.0,,19.0
1174,1997,Albania,3,3,-1,1.0,14.0,0.0,0.0,0.0,0.0,,15.0
1175,1997,Portugal,5,5,-1,4.0,0.0,0.0,8.0,3.0,0.0,,15.0
1176,1997,Philippines,2,2,-1,1.0,7.0,0.0,2.0,4.0,0.0,,14.0
1177,1997,Bolivia,3,2,1,2.0,7.0,0.0,2.0,2.0,0.0,,13.0
1178,1997,Kyrgyzstan,3,3,-1,2.0,5.0,1.0,2.0,1.0,0.0,,11.0
1179,1997,Kuwait,4,-1,-1,3.0,5.0,0.0,0.0,0.0,0.0,,8.0
1180,1997,Paraguay,6,-1,1,2.0,0.0,0.0,5.0,1.0,0.0,,8.0
1181,1997,Puerto Rico,6,-1,-1,1.0,0.0,0.0,6.0,1.0,0.0,,8.0
1182,1997,Guatemala,6,3,3,0.0,0.0,0.0,4.0,3.0,0.0,,7.0
1183,1997,Cyprus,3,2,1,1.0,1.0,1.0,1.0,1.0,0.0,,5.0
1184,1997,Venezuela,3,-1,-1,2.0,0.0,0.0,1.0,1.0,0.0,,4.0
1185,1997,Algeria,4,-1,-1,2.0,0.0,0.0,0.0,1.0,0.0,,3.0
1186,1998,Islamic Republic of Iran,6,6,-1,42.0,42.0,18.0,36.0,38.0,35.0,,211.0
1187,1998,Bulgaria,6,6,-1,36.0,36.0,15.0,35.0,37.0,36.0,,195.0
1188,1998,Hungary,6,6,-1,31.0,42.0,25.0,40.0,38.0,10.0,,186.0
1189,1998,United States of America,6,5,1,36.0,35.0,34.0,39.0,17.0,25.0,,186.0
1190,1998,Taiwan,6,-1,-1,40.0,27.0,21.0,36.0,41.0,19.0,,184.0
1191,1998,Russian Federation,6,5,1,31.0,42.0,23.0,40.0,21.0,18.0,,175.0
1192,1998,India,6,6,-1,42.0,42.0,12.0,31.0,42.0,5.0,,174.0
1193,1998,Ukraine,6,6,-1,34.0,21.0,24.0,42.0,34.0,11.0,,166.0
1194,1998,Vietnam,6,-1,1,38.0,18.0,16.0,41.0,35.0,10.0,,158.0
1195,1998,Yugoslavia,6,4,2,33.0,35.0,12.0,32.0,42.0,2.0,,156.0
1196,1998,Romania,6,6,-1,27.0,35.0,10.0,39.0,23.0,21.0,,155.0
1197,1998,Republic of Korea,6,5,1,29.0,22.0,18.0,35.0,34.0,16.0,,154.0
1198,1998,Australia,6,6,-1,25.0,37.0,18.0,31.0,28.0,7.0,,146.0
1199,1998,Japan,6,6,-1,25.0,42.0,15.0,35.0,16.0,6.0,,139.0
1200,1998,Czech Republic,6,6,-1,23.0,28.0,24.0,33.0,23.0,4.0,,135.0
1201,1998,Germany,6,5,1,30.0,27.0,17.0,23.0,25.0,7.0,,129.0
1202,1998,Türkiye,6,6,-1,22.0,24.0,8.0,31.0,35.0,2.0,,122.0
1203,1998,United Kingdom,6,6,-1,22.0,32.0,11.0,27.0,21.0,9.0,,122.0
1204,1998,Belarus,6,-1,-1,27.0,21.0,9.0,36.0,20.0,5.0,,118.0
1205,1998,Canada,6,4,2,26.0,11.0,12.0,34.0,27.0,3.0,,113.0
1206,1998,Poland,6,6,-1,28.0,34.0,4.0,24.0,21.0,1.0,,112.0
1207,1998,Croatia,6,5,1,27.0,8.0,14.0,33.0,27.0,1.0,,110.0
1208,1998,Singapore,6,6,-1,21.0,22.0,12.0,34.0,21.0,0.0,,110.0
1209,1998,Israel,6,6,-1,24.0,18.0,18.0,29.0,15.0,0.0,,104.0
1210,1998,Hong Kong,6,6,-1,28.0,23.0,10.0,29.0,12.0,0.0,,102.0
1211,1998,Armenia,6,-1,-1,23.0,14.0,8.0,27.0,28.0,0.0,,100.0
1212,1998,France,6,6,-1,21.0,15.0,21.0,31.0,10.0,2.0,,100.0
1213,1998,South Africa,6,6,-1,16.0,21.0,8.0,31.0,22.0,0.0,,98.0
1214,1998,Argentina,6,6,-1,27.0,21.0,14.0,17.0,18.0,0.0,,97.0
1215,1998,Brazil,6,5,1,19.0,7.0,15.0,15.0,31.0,4.0,,91.0
1216,1998,Mongolia,6,-1,-1,11.0,21.0,8.0,20.0,30.0,1.0,,91.0
1217,1998,Greece,6,-1,1,28.0,7.0,12.0,16.0,24.0,3.0,,90.0
1218,1998,Bosnia and Herzegovina,6,6,-1,30.0,13.0,6.0,9.0,30.0,0.0,,88.0
1219,1998,Slovakia,6,5,1,13.0,14.0,13.0,28.0,20.0,0.0,,88.0
1220,1998,Kazakhstan,6,6,-1,21.0,9.0,10.0,26.0,15.0,0.0,,81.0
1221,1998,Georgia,6,5,1,8.0,23.0,13.0,24.0,10.0,0.0,,78.0
1222,1998,Latvia,6,5,1,13.0,14.0,8.0,15.0,23.0,1.0,,74.0
1223,1998,Italy,6,6,-1,25.0,7.0,6.0,20.0,14.0,0.0,,72.0
1224,1998,Belgium,6,-1,-1,20.0,8.0,7.0,20.0,14.0,2.0,,71.0
1225,1998,North Macedonia,6,3,3,19.0,6.0,6.0,15.0,23.0,0.0,,69.0
1226,1998,Colombia,6,6,-1,19.0,13.0,7.0,16.0,9.0,2.0,,66.0
1227,1998,Thailand,6,-1,-1,20.0,0.0,16.0,17.0,12.0,0.0,,65.0
1228,1998,Estonia,6,6,-1,11.0,9.0,5.0,20.0,18.0,0.0,,63.0
1229,1998,Mexico,6,6,-1,17.0,20.0,4.0,11.0,10.0,0.0,,62.0
1230,1998,Netherlands,6,6,-1,16.0,12.0,12.0,15.0,7.0,0.0,,62.0
1231,1998,Peru,3,-1,-1,12.0,7.0,10.0,17.0,14.0,0.0,,60.0
1232,1998,Sweden,6,5,1,7.0,19.0,15.0,13.0,4.0,0.0,,58.0
1233,1998,Austria,6,6,-1,13.0,8.0,6.0,25.0,5.0,0.0,,57.0
1234,1998,New Zealand,6,4,2,11.0,10.0,10.0,14.0,2.0,3.0,,50.0
1235,1998,Republic of Moldova,2,2,-1,10.0,7.0,2.0,10.0,9.0,7.0,,45.0
1236,1998,Slovenia,6,5,1,8.0,7.0,7.0,8.0,14.0,0.0,,44.0
1237,1998,Iceland,6,6,-1,6.0,13.0,7.0,8.0,7.0,1.0,,42.0
1238,1998,Morocco,6,-1,-1,12.0,0.0,4.0,12.0,14.0,0.0,,42.0
1239,1998,Azerbaijan,5,5,-1,10.0,0.0,5.0,17.0,9.0,0.0,,41.0
1240,1998,Lithuania,6,5,1,3.0,14.0,11.0,9.0,3.0,0.0,,40.0
1241,1998,Cyprus,4,4,-1,14.0,5.0,3.0,8.0,9.0,0.0,,39.0
1242,1998,Switzerland,6,5,1,8.0,9.0,3.0,5.0,12.0,0.0,,37.0
1243,1998,Ireland,6,6,-1,4.0,10.0,6.0,9.0,7.0,0.0,,36.0
1244,1998,Spain,6,5,1,16.0,7.0,3.0,1.0,9.0,0.0,,36.0
1245,1998,Trinidad and Tobago,6,-1,1,13.0,0.0,5.0,8.0,10.0,0.0,,36.0
1246,1998,Norway,6,6,-1,5.0,14.0,7.0,1.0,2.0,4.0,,33.0
1247,1998,Malaysia,6,2,-1,13.0,1.0,4.0,11.0,3.0,0.0,,32.0
1248,1998,Finland,6,5,1,4.0,9.0,9.0,3.0,4.0,1.0,,30.0
1249,1998,Macau,5,-1,-1,10.0,7.0,2.0,3.0,7.0,0.0,,29.0
1250,1998,Luxembourg,2,2,-1,3.0,14.0,3.0,1.0,4.0,0.0,,25.0
1251,1998,Denmark,6,5,1,7.0,0.0,6.0,4.0,4.0,0.0,,21.0
1252,1998,Cuba,1,-1,-1,2.0,7.0,1.0,2.0,7.0,0.0,,19.0
1253,1998,Indonesia,5,-1,-1,11.0,0.0,2.0,3.0,0.0,0.0,,16.0
