id_key,year,country,all,male,female,p1,p2,p3,p4,p5,p6,p7,total
1,1959,Romania,8,6,-1,,,,,,,,249.0
2,1959,Hungary,8,8,-1,,,,,,,,233.0
3,1959,Czechoslovakia,8,5,-1,,,,,,,,192.0
4,1959,Bulgaria,8,6,2,,,,,,,,131.0
5,1959,Poland,8,7,1,,,,,,,,122.0
6,1959,Union of Soviet Socialist Republics,4,4,-1,,,,,,,,111.0
7,1959,German Democratic Republic,8,5,3,,,,,,,,40.0
8,1960,Czechoslovakia,8,6,-1,,,,,,,,257.0
9,1960,Hungary,8,8,-1,,,,,,,,248.0
10,1960,Romania,8,4,-1,,,,,,,,248.0
11,1960,Bulgaria,8,7,1,,,,,,,,175.0
12,1960,German Democratic Republic,7,7,-1,,,,,,,,38.0
13,1961,Hungary,8,8,-1,,,,,,,,270.0
14,1961,Poland,8,8,-1,,,,,,,,203.0
15,1961,Romania,8,6,-1,,,,,,,,197.0
16,1961,Czechoslovakia,8,1,-1,,,,,,,,159.0
17,1961,German Democratic Republic,8,6,2,,,,,,,,146.0
18,1961,Bulgaria,8,5,3,,,,,,,,108.0
19,1962,Hungary,8,8,-1,,,,,,,,289.0
20,1962,Union of Soviet Socialist Republics,8,7,1,,,,,,,,263.0
21,1962,Romania,8,5,-1,,,,,,,,257.0
22,1962,Czechoslovakia,8,7,-1,38.0,42.0,55.0,30.0,30.0,10.0,7.0,212.0
23,1962,Poland,8,7,1,,,,,,,,212.0
24,1962,Bulgaria,8,7,1,,,,,,,,196.0
25,1962,German Democratic Republic,8,7,1,,,,,,,,153.0
26,1963,Union of Soviet Socialist Republics,8,8,-1,,,,,,,,271.0
27,1963,Hungary,8,8,-1,,,,,,,,234.0
28,1963,Romania,8,5,-1,,,,,,,,191.0
29,1963,Yugoslavia,8,6,2,,,,,,,,162.0
30,1963,Czechoslovakia,8,2,-1,28.0,39.0,13.0,14.0,13.0,44.0,,151.0
31,1963,Bulgaria,8,8,-1,,,,,,,,145.0
32,1963,German Democratic Republic,8,8,-1,,,,,,,,140.0
33,1963,Poland,8,8,-1,,,,,,,,134.0
34,1964,Union of Soviet Socialist Republics,8,8,-1,56.0,54.0,48.0,24.0,35.0,52.0,,269.0
35,1964,Hungary,8,8,-1,53.0,37.0,48.0,31.0,37.0,47.0,,253.0
36,1964,Romania,8,6,-1,50.0,35.0,40.0,2.0,38.0,48.0,,213.0
37,1964,Poland,8,8,-1,48.0,33.0,42.0,6.0,33.0,47.0,,209.0
38,1964,Bulgaria,8,8,-1,33.0,29.0,41.0,18.0,29.0,29.0,,198.0
39,1964,German Democratic Republic,8,6,2,56.0,30.0,40.0,6.0,25.0,39.0,,196.0
40,1964,Czechoslovakia,8,3,1,43.0,20.0,45.0,18.0,26.0,42.0,,194.0
41,1964,Mongolia,8,-1,-1,39.0,44.0,42.0,1.0,25.0,18.0,,169.0
42,1964,Yugoslavia,8,7,1,34.0,28.0,36.0,1.0,26.0,30.0,,155.0
43,1965,Union of Soviet Socialist Republics,8,8,-1,25.0,46.0,64.0,43.0,42.0,61.0,,281.0
44,1965,Hungary,8,8,-1,29.0,36.0,50.0,38.0,45.0,46.0,,244.0
45,1965,Romania,8,7,1,27.0,35.0,47.0,39.0,53.0,21.0,,222.0
46,1965,Poland,8,7,1,28.0,25.0,33.0,44.0,40.0,8.0,,178.0
47,1965,German Democratic Republic,8,7,1,23.0,17.0,42.0,34.0,37.0,22.0,,175.0
48,1965,Czechoslovakia,8,7,1,28.0,17.0,29.0,37.0,33.0,15.0,,159.0
49,1965,Yugoslavia,8,8,-1,26.0,20.0,15.0,33.0,18.0,25.0,,137.0
50,1965,Bulgaria,8,7,1,13.0,6.0,36.0,21.0,10.0,8.0,,93.0
51,1965,Mongolia,8,-1,-1,8.0,8.0,6.0,22.0,8.0,11.0,,63.0
52,1965,Finland,8,4,4,12.0,6.0,0.0,24.0,17.0,3.0,,62.0
53,1966,Union of Soviet Socialist Republics,8,8,-1,,,,,,,,293.0
54,1966,Hungary,8,8,-1,,,,,,,,281.0
55,1966,German Democratic Republic,8,8,-1,,,,,,,,280.0
56,1966,Poland,8,8,-1,,,,,,,,269.0
57,1966,Romania,8,4,-1,,,,,,,,257.0
58,1966,Bulgaria,8,7,1,,,,,,,,236.0
59,1966,Yugoslavia,8,8,-1,,,,,,,,224.0
60,1966,Czechoslovakia,8,8,-1,,,,,,,,215.0
61,1966,Mongolia,8,-1,-1,,,,,,,,90.0
62,1967,Union of Soviet Socialist Republics,8,8,-1,,,,,,,,275.0
63,1967,German Democratic Republic,8,8,-1,,,,,,,,257.0
64,1967,Hungary,8,8,-1,,,,,,,,251.0
65,1967,United Kingdom,8,8,-1,30.0,39.0,28.0,38.0,39.0,57.0,,231.0
66,1967,Romania,8,5,-1,,,,,,,,214.0
67,1967,Bulgaria,8,7,1,,,,,,,,159.0
68,1967,Czechoslovakia,8,8,-1,24.0,32.0,24.0,28.0,18.0,33.0,,159.0
69,1967,Yugoslavia,8,8,-1,,,,,,,,136.0
70,1967,Sweden,8,8,-1,22.0,20.0,19.0,27.0,28.0,19.0,,135.0
71,1967,Italy,6,6,-1,,,,,,,,110.0
72,1967,Poland,8,8,-1,,,,,,,,101.0
73,1967,Mongolia,8,-1,-1,,,,,,,,87.0
74,1967,France,5,-1,-1,,,,,,,,41.0
75,1968,German Democratic Republic,8,8,-1,46.0,56.0,47.0,40.0,52.0,63.0,,304.0
76,1968,Union of Soviet Socialist Republics,8,8,-1,46.0,56.0,44.0,40.0,50.0,62.0,,298.0
77,1968,Hungary,8,8,-1,43.0,51.0,46.0,40.0,52.0,59.0,,291.0
78,1968,United Kingdom,8,8,-1,,,,,,,,263.0
79,1968,Poland,8,8,-1,39.0,56.0,47.0,34.0,45.0,41.0,,262.0
80,1968,Sweden,8,8,-1,43.0,43.0,25.0,40.0,50.0,55.0,,256.0
81,1968,Czechoslovakia,8,8,-1,41.0,53.0,30.0,25.0,42.0,57.0,,248.0
82,1968,Romania,8,8,-1,37.0,46.0,42.0,24.0,34.0,25.0,,208.0
83,1968,Bulgaria,8,8,-1,29.0,48.0,25.0,33.0,28.0,41.0,,204.0
84,1968,Yugoslavia,8,8,-1,34.0,54.0,20.0,19.0,33.0,19.0,,179.0
85,1968,Italy,8,8,-1,13.0,32.0,15.0,23.0,14.0,35.0,,132.0
86,1968,Mongolia,8,-1,-1,16.0,40.0,7.0,2.0,3.0,6.0,,74.0
87,1969,Hungary,8,8,-1,28.0,53.0,54.0,34.0,48.0,30.0,,247.0
88,1969,German Democratic Republic,8,8,-1,38.0,45.0,44.0,35.0,49.0,29.0,,240.0
89,1969,Union of Soviet Socialist Republics,8,7,1,30.0,52.0,42.0,30.0,48.0,29.0,,231.0
90,1969,Romania,8,7,-1,33.0,36.0,42.0,28.0,47.0,33.0,,219.0
91,1969,United Kingdom,8,8,-1,20.0,43.0,50.0,16.0,41.0,23.0,,193.0
92,1969,Bulgaria,8,6,2,34.0,33.0,20.0,25.0,47.0,30.0,,189.0
93,1969,Yugoslavia,8,8,-1,25.0,41.0,21.0,21.0,43.0,27.0,,181.0
94,1969,Czechoslovakia,8,8,-1,24.0,42.0,35.0,23.0,28.0,18.0,,170.0
95,1969,Mongolia,8,-1,-1,11.0,25.0,22.0,9.0,39.0,14.0,,120.0
96,1969,France,8,8,-1,16.0,38.0,23.0,9.0,19.0,14.0,,119.0
97,1969,Poland,8,7,1,11.0,22.0,40.0,8.0,24.0,14.0,,119.0
98,1969,Sweden,8,8,-1,3.0,32.0,40.0,2.0,18.0,9.0,,104.0
99,1969,Belgium,8,4,2,9.0,18.0,13.0,9.0,8.0,0.0,,57.0
100,1969,Netherlands,8,8,-1,4.0,9.0,21.0,5.0,9.0,3.0,,51.0
101,1970,Hungary,8,7,1,,,,,,,,233.0
102,1970,German Democratic Republic,8,7,1,,,,,,,,221.0
103,1970,Union of Soviet Socialist Republics,8,8,-1,,,,,,,,221.0
104,1970,Yugoslavia,8,8,-1,,,,,,,,209.0
105,1970,Romania,8,6,-1,,,,,,,,208.0
106,1970,United Kingdom,8,8,-1,,,,,,,,180.0
107,1970,Bulgaria,8,7,1,,,,,,,,145.0
108,1970,Czechoslovakia,8,7,1,26.0,48.0,0.0,36.0,29.0,6.0,,145.0
109,1970,France,8,5,-1,,,,,,,,141.0
110,1970,Sweden,8,8,-1,,,,,,,,110.0
111,1970,Poland,8,8,-1,,,,,,,,105.0
112,1970,Austria,8,7,1,18.0,39.0,0.0,37.0,10.0,0.0,,104.0
113,1970,Netherlands,8,8,-1,,,,,,,,87.0
114,1970,Mongolia,8,-1,-1,,,,,,,,58.0
115,1971,Hungary,8,8,-1,35.0,38.0,45.0,38.0,46.0,53.0,,255.0
116,1971,Union of Soviet Socialist Republics,8,8,-1,34.0,21.0,27.0,34.0,51.0,38.0,,205.0
117,1971,German Democratic Republic,8,8,-1,20.0,16.0,30.0,30.0,28.0,18.0,,142.0
118,1971,Poland,8,8,-1,29.0,20.0,20.0,13.0,28.0,8.0,,118.0
119,1971,Romania,8,7,-1,22.0,20.0,20.0,22.0,16.0,10.0,,110.0
120,1971,United Kingdom,8,8,-1,21.0,20.0,23.0,27.0,12.0,7.0,,110.0
121,1971,Austria,8,8,-1,20.0,18.0,10.0,21.0,10.0,3.0,,82.0
122,1971,Yugoslavia,8,8,-1,17.0,16.0,3.0,15.0,18.0,2.0,,71.0
123,1971,Czechoslovakia,8,7,1,21.0,5.0,0.0,25.0,3.0,1.0,,55.0
124,1971,Netherlands,8,8,-1,10.0,14.0,9.0,11.0,2.0,2.0,,48.0
125,1971,Sweden,7,5,2,18.0,7.0,2.0,5.0,7.0,4.0,,43.0
126,1971,Bulgaria,8,8,-1,12.0,16.0,0.0,8.0,2.0,1.0,,39.0
127,1971,France,8,7,1,12.0,2.0,4.0,11.0,1.0,8.0,,38.0
128,1971,Mongolia,8,-1,-1,9.0,7.0,0.0,8.0,1.0,1.0,,26.0
129,1971,Cuba,4,-1,-1,4.0,2.0,1.0,1.0,0.0,1.0,,9.0
130,1972,Union of Soviet Socialist Republics,8,8,-1,36.0,42.0,35.0,48.0,54.0,55.0,,270.0
131,1972,Hungary,8,8,-1,35.0,41.0,43.0,52.0,40.0,52.0,,263.0
132,1972,German Democratic Republic,8,8,-1,40.0,29.0,45.0,43.0,46.0,36.0,,239.0
133,1972,Romania,8,4,-1,16.0,31.0,47.0,34.0,36.0,44.0,,208.0
134,1972,United Kingdom,8,8,-1,35.0,32.0,21.0,30.0,31.0,30.0,,179.0
135,1972,Poland,8,6,2,35.0,23.0,14.0,19.0,26.0,43.0,,160.0
136,1972,Austria,8,8,-1,24.0,31.0,16.0,48.0,7.0,10.0,,136.0
137,1972,Yugoslavia,8,8,-1,22.0,32.0,1.0,37.0,10.0,34.0,,136.0
138,1972,Czechoslovakia,8,8,-1,25.0,26.0,14.0,44.0,5.0,17.0,,131.0
139,1972,Bulgaria,8,8,-1,26.0,19.0,10.0,28.0,8.0,29.0,,120.0
140,1972,Sweden,8,8,-1,10.0,7.0,3.0,14.0,14.0,12.0,,60.0
141,1972,Netherlands,8,8,-1,10.0,15.0,0.0,18.0,1.0,7.0,,51.0
142,1972,Mongolia,8,-1,-1,6.0,20.0,0.0,13.0,0.0,9.0,,48.0
143,1972,Cuba,3,-1,-1,0.0,1.0,0.0,1.0,6.0,6.0,,14.0
144,1973,Union of Soviet Socialist Republics,8,8,-1,35.0,41.0,53.0,47.0,48.0,30.0,,254.0
145,1973,Hungary,8,8,-1,34.0,31.0,50.0,44.0,45.0,11.0,,215.0
146,1973,German Democratic Republic,8,8,-1,39.0,18.0,31.0,46.0,40.0,14.0,,188.0
147,1973,Poland,8,8,-1,35.0,36.0,16.0,37.0,42.0,8.0,,174.0
148,1973,United Kingdom,8,8,-1,17.0,30.0,38.0,30.0,24.0,25.0,,164.0
149,1973,France,8,8,-1,18.0,13.0,36.0,28.0,42.0,16.0,,153.0
150,1973,Czechoslovakia,8,8,-1,16.0,11.0,57.0,31.0,27.0,7.0,,149.0
151,1973,Austria,8,8,-1,15.0,23.0,48.0,43.0,15.0,0.0,,144.0
152,1973,Romania,8,8,-1,30.0,18.0,43.0,29.0,13.0,8.0,,141.0
153,1973,Yugoslavia,8,8,-1,20.0,6.0,50.0,37.0,20.0,4.0,,137.0
154,1973,Sweden,8,7,1,14.0,12.0,14.0,28.0,21.0,10.0,,99.0
155,1973,Bulgaria,8,8,-1,16.0,6.0,30.0,19.0,25.0,0.0,,96.0
156,1973,Netherlands,8,7,1,9.0,33.0,2.0,27.0,17.0,8.0,,96.0
157,1973,Finland,8,8,-1,5.0,31.0,16.0,17.0,17.0,0.0,,86.0
158,1973,Mongolia,8,-1,-1,10.0,21.0,12.0,12.0,10.0,0.0,,65.0
159,1973,Cuba,5,5,-1,9.0,6.0,3.0,11.0,13.0,0.0,,42.0
160,1974,Union of Soviet Socialist Republics,8,8,-1,40.0,46.0,40.0,46.0,44.0,40.0,,256.0
161,1974,United States of America,8,8,-1,40.0,36.0,27.0,43.0,39.0,58.0,,243.0
162,1974,Hungary,8,8,-1,40.0,44.0,22.0,44.0,33.0,54.0,,237.0
163,1974,German Democratic Republic,8,8,-1,40.0,39.0,42.0,45.0,28.0,42.0,,236.0
164,1974,Yugoslavia,8,8,-1,40.0,38.0,33.0,47.0,22.0,36.0,,216.0
165,1974,Austria,8,8,-1,37.0,30.0,38.0,44.0,42.0,21.0,,212.0
166,1974,Romania,8,8,-1,33.0,27.0,50.0,37.0,26.0,26.0,,199.0
167,1974,France,8,8,-1,39.0,25.0,17.0,45.0,37.0,31.0,,194.0
168,1974,United Kingdom,8,8,-1,37.0,37.0,28.0,40.0,29.0,17.0,,188.0
169,1974,Sweden,8,8,-1,37.0,32.0,32.0,47.0,19.0,20.0,,187.0
170,1974,Bulgaria,8,8,-1,31.0,36.0,30.0,41.0,22.0,11.0,,171.0
171,1974,Czechoslovakia,8,7,1,40.0,39.0,6.0,44.0,17.0,12.0,,158.0
172,1974,Vietnam,5,-1,-1,25.0,29.0,13.0,27.0,14.0,38.0,,146.0
173,1974,Poland,8,8,-1,40.0,31.0,11.0,37.0,10.0,9.0,,138.0
174,1974,Netherlands,8,8,-1,38.0,11.0,0.0,43.0,19.0,1.0,,112.0
175,1974,Finland,8,8,-1,34.0,13.0,3.0,41.0,15.0,5.0,,111.0
176,1974,Cuba,7,5,1,22.0,2.0,1.0,20.0,13.0,7.0,,65.0
177,1974,Mongolia,8,-1,-1,19.0,12.0,0.0,18.0,5.0,6.0,,60.0
178,1975,Hungary,8,8,-1,47.0,48.0,56.0,36.0,38.0,33.0,,258.0
179,1975,German Democratic Republic,8,8,-1,46.0,56.0,49.0,35.0,30.0,33.0,,249.0
180,1975,United States of America,8,8,-1,43.0,52.0,37.0,42.0,34.0,39.0,,247.0
181,1975,Union of Soviet Socialist Republics,8,7,1,48.0,48.0,43.0,37.0,42.0,28.0,,246.0
182,1975,United Kingdom,8,8,-1,45.0,51.0,24.0,47.0,30.0,44.0,,241.0
183,1975,Austria,8,8,-1,44.0,33.0,34.0,29.0,27.0,25.0,,192.0
184,1975,Bulgaria,8,8,-1,36.0,32.0,44.0,24.0,26.0,24.0,,186.0
185,1975,Romania,8,3,-1,40.0,23.0,45.0,15.0,30.0,27.0,,180.0
186,1975,France,8,1,-1,37.0,24.0,28.0,48.0,20.0,19.0,,176.0
187,1975,Vietnam,7,-1,-1,42.0,21.0,49.0,30.0,17.0,16.0,,175.0
188,1975,Yugoslavia,8,8,-1,40.0,19.0,44.0,38.0,13.0,9.0,,163.0
189,1975,Czechoslovakia,8,8,-1,44.0,40.0,23.0,12.0,20.0,23.0,,162.0
190,1975,Sweden,8,8,-1,33.0,43.0,29.0,22.0,8.0,25.0,,160.0
191,1975,Poland,8,8,-1,31.0,28.0,15.0,20.0,18.0,12.0,,124.0
192,1975,Greece,8,1,-1,32.0,13.0,23.0,8.0,15.0,4.0,,95.0
193,1975,Mongolia,8,-1,-1,14.0,16.0,14.0,17.0,8.0,6.0,,75.0
194,1975,Netherlands,8,7,1,25.0,7.0,10.0,17.0,1.0,7.0,,67.0
195,1976,Union of Soviet Socialist Republics,8,7,1,36.0,46.0,46.0,46.0,31.0,45.0,,250.0
196,1976,United Kingdom,8,8,-1,23.0,35.0,52.0,43.0,11.0,50.0,,214.0
197,1976,United States of America,8,8,-1,25.0,18.0,32.0,44.0,26.0,43.0,,188.0
198,1976,Bulgaria,8,8,-1,22.0,18.0,37.0,36.0,6.0,55.0,,174.0
199,1976,Austria,8,8,-1,26.0,16.0,34.0,28.0,8.0,55.0,,167.0
200,1976,France,8,7,1,21.0,31.0,30.0,19.0,22.0,42.0,,165.0
201,1976,Hungary,8,8,-1,27.0,15.0,19.0,38.0,8.0,53.0,,160.0
202,1976,German Democratic Republic,8,8,-1,26.0,18.0,28.0,27.0,12.0,31.0,,142.0
203,1976,Poland,8,8,-1,25.0,15.0,10.0,42.0,0.0,46.0,,138.0
204,1976,Sweden,8,8,-1,19.0,0.0,38.0,27.0,0.0,36.0,,120.0
205,1976,Romania,8,7,1,18.0,10.0,13.0,28.0,1.0,48.0,,118.0
206,1976,Czechoslovakia,8,8,-1,22.0,11.0,13.0,30.0,7.0,33.0,,116.0
207,1976,Yugoslavia,8,8,-1,26.0,10.0,22.0,34.0,4.0,20.0,,116.0
208,1976,Vietnam,8,-1,1,21.0,9.0,15.0,29.0,10.0,28.0,,112.0
209,1976,Netherlands,8,8,-1,15.0,6.0,9.0,27.0,5.0,16.0,,78.0
210,1976,Finland,8,8,-1,9.0,3.0,11.0,10.0,0.0,19.0,,52.0
211,1976,Greece,8,-1,-1,2.0,8.0,14.0,12.0,1.0,13.0,,50.0
212,1976,Cuba,3,-1,-1,0.0,0.0,10.0,1.0,0.0,5.0,,16.0
213,1977,United States of America,8,8,-1,,,,,,,,202.0
214,1977,Union of Soviet Socialist Republics,8,8,-1,,,,,,,,192.0
215,1977,Hungary,8,8,-1,,,,,,,,190.0
216,1977,United Kingdom,8,8,-1,,,,,,,,190.0
217,1977,Netherlands,8,8,-1,42.0,23.0,41.0,30.0,21.0,28.0,,185.0
218,1977,Bulgaria,8,7,1,,,,,,,,172.0
219,1977,Germany,8,8,-1,,,,,,,,165.0
220,1977,German Democratic Republic,8,8,-1,,,,,,,,163.0
221,1977,Czechoslovakia,8,8,-1,44.0,26.0,19.0,22.0,29.0,21.0,,161.0
222,1977,Yugoslavia,8,8,-1,,,,,,,,159.0
223,1977,Poland,8,8,-1,,,,,,,,157.0
224,1977,Austria,8,8,-1,44.0,17.0,27.0,19.0,32.0,12.0,,151.0
225,1977,Sweden,8,8,-1,39.0,23.0,13.0,24.0,18.0,20.0,,137.0
226,1977,France,8,8,-1,,,,,,,,126.0
227,1977,Romania,8,8,-1,,,,,,,,122.0
228,1977,Finland,8,8,-1,,,,,,,,88.0
229,1977,Mongolia,8,-1,1,,,,,,,,49.0
230,1977,Cuba,4,-1,-1,,,,,,,,41.0
231,1977,Belgium,7,-1,-1,,,,,,,,33.0
232,1977,Italy,5,5,-1,,,,,,,,22.0
233,1977,Algeria,3,-1,-1,,,,,,,,17.0
234,1978,Romania,8,7,-1,46.0,27.0,40.0,40.0,48.0,36.0,,237.0
235,1978,United States of America,8,8,-1,44.0,36.0,47.0,39.0,48.0,11.0,,225.0
236,1978,United Kingdom,8,8,-1,43.0,20.0,45.0,36.0,45.0,12.0,,201.0
237,1978,Vietnam,8,-1,-1,45.0,20.0,45.0,36.0,45.0,12.0,,200.0
238,1978,Czechoslovakia,8,8,-1,41.0,37.0,24.0,40.0,45.0,8.0,,195.0
239,1978,Germany,8,8,-1,34.0,29.0,32.0,36.0,45.0,8.0,,184.0
240,1978,Bulgaria,8,6,2,44.0,27.0,18.0,39.0,48.0,6.0,,182.0
241,1978,France,8,8,-1,41.0,26.0,30.0,34.0,41.0,7.0,,179.0
242,1978,Austria,8,8,-1,38.0,23.0,24.0,35.0,43.0,11.0,,174.0
243,1978,Yugoslavia,8,7,1,43.0,14.0,23.0,40.0,40.0,11.0,,171.0
244,1978,Netherlands,8,8,-1,33.0,12.0,26.0,31.0,43.0,12.0,,157.0
245,1978,Poland,8,8,-1,36.0,18.0,26.0,26.0,48.0,2.0,,156.0
246,1978,Finland,8,8,-1,31.0,14.0,25.0,20.0,28.0,0.0,,118.0
247,1978,Sweden,8,8,-1,26.0,3.0,13.0,32.0,41.0,2.0,,117.0
248,1978,Cuba,4,4,-1,15.0,13.0,5.0,5.0,20.0,10.0,,68.0
249,1978,Türkiye,8,8,-1,11.0,3.0,9.0,18.0,19.0,6.0,,66.0
250,1978,Mongolia,8,-1,-1,16.0,7.0,3.0,15.0,17.0,3.0,,61.0
251,1979,Union of Soviet Socialist Republics,8,8,-1,36.0,45.0,49.0,48.0,41.0,48.0,,267.0
252,1979,Romania,8,6,-1,31.0,34.0,44.0,42.0,40.0,49.0,,240.0
253,1979,Germany,8,8,-1,36.0,46.0,50.0,37.0,17.0,49.0,,235.0
254,1979,United Kingdom,8,8,-1,10.0,33.0,48.0,40.0,35.0,52.0,,218.0
255,1979,United States of America,8,8,-1,9.0,40.0,32.0,28.0,38.0,52.0,,199.0
256,1979,German Democratic Republic,8,8,-1,19.0,27.0,34.0,39.0,26.0,35.0,,180.0
257,1979,Czechoslovakia,8,8,-1,14.0,27.0,40.0,38.0,37.0,22.0,,178.0
258,1979,Hungary,8,8,-1,6.0,24.0,36.0,45.0,29.0,36.0,,176.0
259,1979,Yugoslavia,8,7,1,26.0,35.0,15.0,35.0,30.0,31.0,,168.0
260,1979,Poland,8,8,-1,1.0,28.0,28.0,48.0,19.0,36.0,,160.0
261,1979,France,8,-1,-1,14.0,18.0,34.0,39.0,26.0,35.0,,155.0
262,1979,Austria,8,8,-1,12.0,12.0,28.0,38.0,30.0,32.0,,152.0
263,1979,Bulgaria,8,-1,-1,14.0,28.0,22.0,35.0,17.0,34.0,,150.0
264,1979,Sweden,8,8,-1,6.0,26.0,23.0,41.0,23.0,24.0,,143.0
265,1979,Vietnam,4,-1,-1,18.0,22.0,27.0,23.0,24.0,20.0,,134.0
266,1979,Netherlands,8,8,-1,5.0,10.0,38.0,37.0,16.0,24.0,,130.0
267,1979,Israel,8,-1,-1,3.0,16.0,26.0,33.0,17.0,24.0,,119.0
268,1979,Finland,8,8,-1,0.0,14.0,25.0,29.0,11.0,10.0,,89.0
269,1979,Belgium,8,-1,-1,0.0,8.0,15.0,20.0,10.0,13.0,,66.0
270,1979,Greece,8,3,-1,2.0,11.0,12.0,18.0,8.0,6.0,,57.0
271,1979,Cuba,4,-1,-1,5.0,6.0,6.0,10.0,5.0,3.0,,35.0
272,1979,Brazil,5,3,-1,5.0,2.0,0.0,2.0,5.0,5.0,,19.0
273,1979,Luxembourg,1,1,-1,,,,,,,,7.0
274,1980,United States of America,8,8,-1,55.0,56.0,45.0,56.0,47.0,55.0,,314.0
275,1980,Germany,8,8,-1,49.0,54.0,43.0,54.0,56.0,56.0,,312.0
276,1980,United Kingdom,8,8,-1,38.0,54.0,45.0,54.0,55.0,55.0,,301.0
277,1980,Austria,8,8,-1,49.0,51.0,36.0,51.0,48.0,55.0,,290.0
278,1980,Bulgaria,8,7,1,44.0,47.0,36.0,50.0,55.0,55.0,,287.0
279,1980,Poland,8,7,1,38.0,51.0,22.0,50.0,49.0,49.0,,259.0
280,1980,Canada,8,8,-1,30.0,40.0,33.0,48.0,42.0,56.0,,249.0
281,1980,Yugoslavia,8,7,1,41.0,54.0,24.0,40.0,40.0,47.0,,246.0
282,1980,Union of Soviet Socialist Republics,6,6,-1,36.0,42.0,36.0,36.0,42.0,38.0,,230.0
283,1980,Netherlands,8,8,-1,22.0,45.0,19.0,38.0,55.0,40.0,,219.0
284,1980,France,8,7,1,21.0,47.0,20.0,33.0,42.0,46.0,,209.0
285,1980,Sweden,8,8,-1,31.0,29.0,7.0,42.0,44.0,54.0,,207.0
286,1980,Finland,8,8,-1,19.0,43.0,16.0,37.0,38.0,53.0,,206.0
287,1980,Czechoslovakia,5,5,-1,28.0,35.0,31.0,34.0,28.0,34.0,,190.0
288,1980,Israel,6,6,-1,29.0,32.0,19.0,28.0,39.0,28.0,,175.0
289,1980,Brazil,8,8,-1,15.0,38.0,7.0,14.0,54.0,44.0,,172.0
290,1980,Hungary,4,4,-1,27.0,28.0,26.0,27.0,28.0,28.0,,164.0
291,1980,Cuba,8,8,-1,26.0,20.0,13.0,12.0,35.0,35.0,,141.0
292,1980,Belgium,8,-1,3,14.0,31.0,15.0,23.0,31.0,25.0,,139.0
293,1980,Romania,4,4,-1,27.0,26.0,4.0,26.0,25.0,28.0,,136.0
294,1980,Australia,8,8,-1,16.0,14.0,12.0,25.0,23.0,32.0,,122.0
295,1980,Greece,8,-1,-1,11.0,4.0,5.0,14.0,29.0,41.0,,104.0
296,1980,Colombia,8,7,1,11.0,17.0,7.0,8.0,20.0,30.0,,93.0
297,1980,Venezuela,8,1,1,3.0,7.0,10.0,14.0,8.0,22.0,,64.0
298,1980,Luxembourg,1,1,-1,7.0,7.0,7.0,7.0,7.0,7.0,,42.0
299,1980,Tunisia,2,-1,-1,1.0,4.0,2.0,0.0,11.0,14.0,,32.0
300,1980,Mexico,5,5,-1,1.0,3.0,0.0,0.0,8.0,0.0,,12.0
301,1981,United States of America,8,8,-1,55.0,56.0,45.0,56.0,47.0,55.0,,314.0
302,1981,Germany,8,8,-1,49.0,54.0,43.0,54.0,56.0,56.0,,312.0
303,1981,United Kingdom,8,8,-1,38.0,54.0,45.0,54.0,55.0,55.0,,301.0
304,1981,Austria,8,8,-1,49.0,51.0,36.0,51.0,48.0,55.0,,290.0
305,1981,Bulgaria,8,7,1,44.0,47.0,36.0,50.0,55.0,55.0,,287.0
306,1981,Poland,8,7,1,38.0,51.0,22.0,50.0,49.0,49.0,,259.0
307,1981,Canada,8,8,-1,30.0,40.0,33.0,48.0,42.0,56.0,,249.0
308,1981,Yugoslavia,8,7,1,41.0,54.0,24.0,40.0,40.0,47.0,,246.0
309,1981,Union of Soviet Socialist Republics,6,6,-1,36.0,42.0,36.0,36.0,42.0,38.0,,230.0
310,1981,Netherlands,8,8,-1,22.0,45.0,19.0,38.0,55.0,40.0,,219.0
311,1981,France,8,7,1,21.0,47.0,20.0,33.0,42.0,46.0,,209.0
312,1981,Sweden,8,8,-1,31.0,29.0,7.0,42.0,44.0,54.0,,207.0
313,1981,Finland,8,8,-1,19.0,43.0,16.0,37.0,38.0,53.0,,206.0
314,1981,Czechoslovakia,5,5,-1,28.0,35.0,31.0,34.0,28.0,34.0,,190.0
315,1981,Israel,6,6,-1,29.0,32.0,19.0,28.0,39.0,28.0,,175.0
316,1981,Brazil,8,8,-1,15.0,38.0,7.0,14.0,54.0,44.0,,172.0
317,1981,Hungary,4,4,-1,27.0,28.0,26.0,27.0,28.0,28.0,,164.0
318,1981,Cuba,8,8,-1,26.0,20.0,13.0,12.0,35.0,35.0,,141.0
319,1981,Belgium,8,-1,3,14.0,31.0,15.0,23.0,31.0,25.0,,139.0
320,1981,Romania,4,4,-1,27.0,26.0,4.0,26.0,25.0,28.0,,136.0
321,1981,Australia,8,8,-1,16.0,14.0,12.0,25.0,23.0,32.0,,122.0
322,1981,Greece,8,-1,-1,11.0,4.0,5.0,14.0,29.0,41.0,,104.0
323,1981,Colombia,8,7,1,11.0,17.0,7.0,8.0,20.0,30.0,,93.0
324,1981,Venezuela,8,1,1,3.0,7.0,10.0,14.0,8.0,22.0,,64.0
325,1981,Luxembourg,1,1,-1,7.0,7.0,7.0,7.0,7.0,7.0,,42.0
326,1981,Tunisia,2,-1,-1,1.0,4.0,2.0,0.0,11.0,14.0,,32.0
